Execution Time
TestCase,Vectorization,CompilerOpt,Threads,ProblemSize,CodeType,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,Average
CoinGame	enablevc	gcc	1	1000	autogenerate_leakfree	       0.007559161 	       0.005797295 	       0.006240026 	       0.006240879 	       0.006317197 	       0.005857983 	       0.007094056 	       0.005939007 	       0.005932172 	       0.006862423 
CoinGame	enablevc	gcc	1	10000	autogenerate_leakfree	       0.234977404 	       0.231901978 	       0.238532251 	       0.237064808 	       0.230968357 	       0.229792407 	       0.234972315 	       0.240140356 	       0.233299863 	       0.230332359 
CoinGame	enablevc	gcc	1	20000	autogenerate_leakfree	       0.958873288 	       0.960646260 	       1.025376664 	       0.974995785 	       0.961597907 	       1.035085812 	       0.966191447 	       0.965211266 	       0.966184060 	       0.965312654 
CoinGame	enablevc	gcc	1	30000	autogenerate_leakfree	       2.469126254 	       2.229234155 	       2.227592118 	       2.223466357 	       2.230502116 	       2.228802849 	       2.245728188 	       2.236337112 	       2.218625908 	       2.222534932 
CoinGame	enablevc	gcc	1	40000	autogenerate_leakfree	       4.130146751 	       4.168803533 	       4.162401668 	       4.144464703 	       4.174176198 	       4.185002824 	       4.206804256 	       4.161802663 	       4.157121993 	       4.160336115 
CoinGame	enablevc	clang	1	1000	autogenerate_leakfree	       0.006647247 	       0.006439634 	       0.006342996 	       0.006789935 	       0.006074762 	       0.006498555 	       0.006786595 	       0.006606999 	       0.006599375 	       0.006887667 
CoinGame	enablevc	clang	1	10000	autogenerate_leakfree	       0.284621641 	       0.389794342 	       0.287717048 	       0.287226839 	       0.281194584 	       0.282268636 	       0.284027522 	       0.283485163 	       0.332020596 	       0.282575396 
CoinGame	enablevc	clang	1	20000	autogenerate_leakfree	       1.184434374 	       1.181036443 	       1.214168459 	       1.199184763 	       1.177346650 	       1.206471711 	       1.178808887 	       1.180859173 	       1.185399928 	       1.205181287 
CoinGame	enablevc	clang	1	30000	autogenerate_leakfree	       2.686749876 	       2.710510743 	       2.829478616 	       2.768277214 	       2.745117281 	       2.717692574 	       2.759218166 	       2.705809559 	       2.728527925 	       2.711133544 
CoinGame	enablevc	clang	1	40000	autogenerate_leakfree	       4.863864813 	       4.932943246 	       4.919126377 	       4.940987026 	       4.926884455 	       4.935036095 	       4.899038299 	       4.921615876 	       4.923570383 	       4.919042719 
CoinGame	enablevc	polly	1	1000	autogenerate_leakfree	       0.009082509 	       0.007097986 	       0.008264051 	       0.007041462 	       0.006089120 	       0.009936714 	       0.006523720 	       0.006596778 	       0.006756227 	       0.006877069 
CoinGame	enablevc	polly	1	10000	autogenerate_leakfree	       0.395927335 	       0.275867670 	       0.272133233 	       0.275980346 	       0.271602129 	       0.299734290 	       0.274585039 	       0.329651642 	       0.290898724 	       0.278215844 
CoinGame	enablevc	polly	1	20000	autogenerate_leakfree	       1.164404030 	       1.147093863 	       1.167959498 	       1.145919628 	       1.145984212 	       1.149431002 	       1.142017820 	       1.155617151 	       1.145642501 	       1.161413438 
CoinGame	enablevc	polly	1	30000	autogenerate_leakfree	       2.599982532 	       2.627010737 	       2.628827205 	       2.654235490 	       2.618292781 	       2.632370841 	       2.621561995 	       2.657239410 	       2.624404157 	       2.632870799 
CoinGame	enablevc	polly	1	40000	autogenerate_leakfree	       4.766812514 	       4.822757748 	       4.801020648 	       4.787134095 	       4.773422875 	       4.797212912 	       4.774293114 	       4.779170621 	       4.790766000 	       4.791778646 
CoinGame	enablevc	openmp	1	1000	autogenerate_leakfree	       0.006848532 	       0.006507258 	       0.006609645 	       0.006930125 	       0.006296448 	       0.006591425 	       0.007789082 	       0.006413508 	       0.006079105 	       0.006977564 
CoinGame	enablevc	openmp	1	10000	autogenerate_leakfree	       0.271116702 	       0.275392463 	       0.279634373 	       0.272235253 	       0.273399239 	       0.278552107 	       0.277633904 	       0.282699501 	       0.277579712 	       0.358582598 
CoinGame	enablevc	openmp	1	20000	autogenerate_leakfree	       1.134290659 	       1.146992661 	       1.142341575 	       1.147762745 	       1.148110890 	       1.145733012 	       1.193094331 	       1.139894702 	       1.149328300 	       1.145239713 
CoinGame	enablevc	openmp	1	30000	autogenerate_leakfree	       2.598323063 	       2.613576052 	       2.614292862 	       2.624516951 	       2.626931585 	       2.617234177 	       2.648754669 	       2.624226147 	       2.613440674 	       2.650249582 
CoinGame	enablevc	openmp	1	40000	autogenerate_leakfree	       4.707955216 	       4.782503484 	       4.802108712 	       4.795801390 	       4.817111610 	       4.783746074 	       4.788740083 	       4.775819394 	       4.839738011 	       4.843985923 
CoinGame	enablevc	openmp	2	1000	autogenerate_leakfree	       0.008927284 	       0.010055880 	       0.019747472 	       0.013215713 	       0.008644141 	       0.012108429 	       0.014957099 	       0.011318643 	       0.012268955 	       0.009105428 
CoinGame	enablevc	openmp	2	10000	autogenerate_leakfree	       0.271215402 	       0.282314170 	       0.278081241 	       0.273584113 	       0.273717629 	       0.274837526 	       0.278686870 	       0.283400788 	       0.278832012 	       0.279843678 
CoinGame	enablevc	openmp	2	20000	autogenerate_leakfree	       1.136123295 	       1.151838906 	       1.147027540 	       1.166020447 	       1.160431642 	       1.160205981 	       1.170899955 	       1.146075088 	       1.149854655 	       1.141680529 
CoinGame	enablevc	openmp	2	30000	autogenerate_leakfree	       2.597511586 	       2.631323465 	       2.643424051 	       2.627607827 	       2.629163713 	       2.681149285 	       2.673016080 	       2.636320890 	       2.676413126 	       2.624700568 
CoinGame	enablevc	openmp	2	40000	autogenerate_leakfree	       4.742935936 	       4.777433808 	       4.791006458 	       4.766127752 	       4.784180387 	       4.786957162 	       4.791910970 	       4.874577841 	       4.812164337 	       4.781945804 
CoinGame	enablevc	openmp	4	1000	autogenerate_leakfree	       0.009127295 	       0.009232639 	       0.009396184 	       0.007632635 	       0.007106843 	       0.008557092 	       0.007666398 	       0.008364525 	       0.007951758 	       0.007603419 
CoinGame	enablevc	openmp	4	10000	autogenerate_leakfree	       0.276336641 	       0.272727408 	       0.278703041 	       0.282053452 	       0.272268518 	       0.273563832 	       0.272462991 	       0.273009811 	       0.286343846 	       0.276099426 
CoinGame	enablevc	openmp	4	20000	autogenerate_leakfree	       1.140796379 	       1.147512670 	       1.141235948 	       1.151569718 	       1.141301730 	       1.170023292 	       1.255949139 	       1.149227967 	       1.169608357 	       1.153241346 
CoinGame	enablevc	openmp	4	30000	autogenerate_leakfree	       2.594139635 	       2.649359014 	       2.633318850 	       2.613116008 	       2.624082639 	       2.652471232 	       2.631989115 	       2.666605177 	       2.678593349 	       2.623518621 
CoinGame	enablevc	openmp	4	40000	autogenerate_leakfree	       4.743298867 	       4.799351435 	       4.805395293 	       4.826919039 	       5.347136517 	       4.906547174 	       4.819234190 	       4.792130683 	       4.849200713 	       4.891424988 
CoinGame	enablevc	gcc	1	1000	autogenerate_single_leakfree	       0.007203046 	       0.007444605 	       0.006626266 	       0.006879576 	       0.006422613 	       0.006681958 	       0.006590344 	       0.006628292 	       0.006382864 	       0.006386293 
CoinGame	enablevc	gcc	1	10000	autogenerate_single_leakfree	       0.318657107 	       0.322761973 	       0.324492618 	       0.321660154 	       0.322800745 	       0.328898528 	       0.328717432 	       0.320265344 	       0.323134505 	       0.320382849 
CoinGame	enablevc	gcc	1	20000	autogenerate_single_leakfree	       1.353483149 	       1.372638524 	       1.391959551 	       1.389531264 	       1.399848337 	       1.400714062 	       1.429824170 	       1.367229109 	       1.363102875 	       1.374915978 
CoinGame	enablevc	gcc	1	30000	autogenerate_single_leakfree	       3.100458582 	       3.136232382 	       3.139060395 	       3.155054184 	       3.126015314 	       3.121740480 	       3.192087969 	       3.207504668 	       3.147247828 	       3.138544946 
CoinGame	enablevc	gcc	1	40000	autogenerate_single_leakfree	       5.708850175 	       5.792533284 	       5.831485132 	       5.791682518 	       5.771224880 	       5.796051596 	       5.764653365 	       5.769001455 	       5.763648578 	       5.763417113 
CoinGame	enablevc	clang	1	1000	autogenerate_single_leakfree	       0.007063295 	       0.006255004 	       0.006813634 	       0.006460272 	       0.006257468 	       0.006706302 	       0.006937225 	       0.006327349 	       0.006871662 	       0.006686027 
CoinGame	enablevc	clang	1	10000	autogenerate_single_leakfree	       0.292179185 	       0.293580930 	       0.293484012 	       0.293389523 	       0.293328454 	       0.295588733 	       0.293686943 	       0.293460710 	       0.294294459 	       0.295659990 
CoinGame	enablevc	clang	1	20000	autogenerate_single_leakfree	       1.223122380 	       1.272566886 	       1.231836521 	       1.253428926 	       1.252901369 	       1.233081328 	       1.272111554 	       1.252898812 	       1.230859837 	       1.232066745 
CoinGame	enablevc	clang	1	30000	autogenerate_single_leakfree	       2.803525349 	       2.835219160 	       2.882556283 	       2.829495345 	       2.827106890 	       2.813116254 	       2.823291889 	       2.818872445 	       2.818911408 	       2.860121443 
CoinGame	enablevc	clang	1	40000	autogenerate_single_leakfree	       5.106682500 	       5.177398450 	       5.157926733 	       5.186885292 	       5.179701550 	       5.170268273 	       5.153385638 	       5.209756377 	       5.142190129 	       5.149863755 
CoinGame	enablevc	polly	1	1000	autogenerate_single_leakfree	       0.007467089 	       0.006974424 	       0.006418320 	       0.006717939 	       0.006616034 	       0.006250334 	       0.006511157 	       0.006423592 	       0.006166625 	       0.006562173 
CoinGame	enablevc	polly	1	10000	autogenerate_single_leakfree	       0.293508475 	       0.297313986 	       0.297225176 	       0.302039346 	       0.295185411 	       0.295742281 	       0.301454916 	       0.308098784 	       0.308566350 	       0.307316744 
CoinGame	enablevc	polly	1	20000	autogenerate_single_leakfree	       1.258853728 	       1.271267073 	       1.242728039 	       1.242976705 	       1.244645645 	       1.238190243 	       1.238799126 	       1.242592206 	       1.247918060 	       1.245188838 
CoinGame	enablevc	polly	1	30000	autogenerate_single_leakfree	       2.850975077 	       2.908019999 	       2.856384148 	       2.833205541 	       2.909018807 	       2.848072370 	       2.866008453 	       2.876202082 	       2.847184048 	       2.838843362 
CoinGame	enablevc	polly	1	40000	autogenerate_single_leakfree	       5.126443016 	       5.189430405 	       5.181455922 	       5.255246488 	       5.247506833 	       5.198782829 	       5.253300335 	       5.240629701 	       5.201738018 	       5.238935297 
CoinGame	enablevc	openmp	1	1000	autogenerate_single_leakfree	       0.006990238 	       0.007280686 	       0.006458757 	       0.007106830 	       0.006831903 	       0.006606277 	       0.006687699 	       0.006999866 	       0.006186449 	       0.006489284 
CoinGame	enablevc	openmp	1	10000	autogenerate_single_leakfree	       0.304084851 	       0.301032451 	       0.296139750 	       0.295403442 	       0.299328419 	       0.298303761 	       0.296702893 	       0.312405233 	       0.300478312 	       0.297410141 
CoinGame	enablevc	openmp	1	20000	autogenerate_single_leakfree	       1.234422755 	       1.244401116 	       1.245632242 	       1.245534543 	       1.259601538 	       1.247887993 	       1.264021968 	       1.266072970 	       1.253608655 	       1.238026126 
CoinGame	enablevc	openmp	1	30000	autogenerate_single_leakfree	       2.813712782 	       2.851162172 	       2.845413620 	       2.850279089 	       2.849966466 	       2.840283193 	       2.834273185 	       2.839250054 	       2.831596924 	       2.852258383 
CoinGame	enablevc	openmp	1	40000	autogenerate_single_leakfree	       5.145861995 	       5.223643296 	       5.224161756 	       5.201131789 	       5.202569196 	       5.251833796 	       5.228186793 	       5.231614248 	       5.336557955 	       5.231483419 
CoinGame	enablevc	openmp	2	1000	autogenerate_single_leakfree	       0.007178219 	       0.006375529 	       0.006351604 	       0.006788295 	       0.006283560 	       0.006810873 	       0.006590785 	       0.008600176 	       0.017108520 	       0.006795930 
CoinGame	enablevc	openmp	2	10000	autogenerate_single_leakfree	       0.303624152 	       0.301718680 	       0.307464724 	       0.300885230 	       0.296114709 	       0.300042645 	       0.301642784 	       0.301046616 	       0.301823181 	       0.305480327 
CoinGame	enablevc	openmp	2	20000	autogenerate_single_leakfree	       1.225644249 	       1.262611348 	       1.243684997 	       1.243020097 	       1.243139624 	       1.245523764 	       1.243052829 	       1.260777375 	       1.299786883 	       1.273525255 
CoinGame	enablevc	openmp	2	30000	autogenerate_single_leakfree	       2.819318704 	       2.849228312 	       2.854138630 	       2.839371583 	       2.907461778 	       2.848913222 	       2.861500534 	       2.877626258 	       2.910865741 	       2.851088119 
CoinGame	enablevc	openmp	2	40000	autogenerate_single_leakfree	       5.154665612 	       5.205433720 	       5.202573908 	       5.208786735 	       5.196992550 	       5.197034563 	       5.206605020 	       5.244263506 	       5.213801896 	       5.292267430 
