TestCase,Program,PollyOpt,Parameter,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,Average
Reverse	copy_reduced_dealloc C code	openmp	1000	4688254	5668190	6733092	5262954	5144449	5334331	5051299	5040090	5030952	5668104
Reverse	copy_reduced_dealloc C code	openmp	10000	5244242	5222985	5375285	5211706	5183376	5542040	4913480	5615525	4451890	4242153
Reverse	copy_reduced_dealloc C code	openmp	100000	7059426	7089950	7251221	5865234	7148693	7036516	7078230	7123759	6694593	6765398
Reverse	copy_reduced_dealloc C code	openmp	1000000	20545461	20566475	19284389	19369475	20694377	21462657	20975605	21146023	19785638	19681181
Reverse	copy_reduced_dealloc C code	openmp	10000000	161512157	159214905	166046969	152854317	152639334	152660488	176663435	170941691	153644233	148181717
Reverse	copy_reduced_dealloc C code	openmp	100000000	1438804343	1501816875	1431908064	1468853633	1423688786	1474867836	1424090361	1456679896	1422461565	1479543801
Reverse	copy_reduced_dealloc C code	openmp	1000000000	3372483379	3319376482	3306236857	3314407447	3319196808	3322778863	3313589547	3321357371	3325833910	3320331947
Reverse	copy_reduced_dealloc C code	openmp	10000000000
Reverse	copy_reduced_dealloc C code	vector	1000	5383935	4886201	4878945	4910439	4896429	4893922	5087680	4804438	4825909	4922378
Reverse	copy_reduced_dealloc C code	vector	10000	5011951	7727892	5074967	4987095	5086904	5060646	5098993	5022663	5054321	5511955
Reverse	copy_reduced_dealloc C code	vector	100000	6999725	6971628	7362693	6918820	6877838	6875546	6936438	6983385	7295957	6866523
Reverse	copy_reduced_dealloc C code	vector	1000000	22069131	20813451	19979034	19499092	19180698	21972918	19856226	19544248	18998632	19793377
Reverse	copy_reduced_dealloc C code	vector	10000000	146724182	146494474	153730342	147662404	147798234	146014434	146812198	149302113	147743026	149634164
Reverse	copy_reduced_dealloc C code	vector	100000000	1480770514	1427600548	1497264662	1437962436	1480141141	1416910829	1459763551	1417924633	1519315482	1548635490
